date,strategy,benchmark
2008-03-28,1.0,1.0
2008-04-04,1.009237886,1.0273454933
2008-04-11,0.9908079354398868,1.0041917965683624
2008-04-18,1.0186585875021013,1.0499003772398507
2008-04-25,0.9986400636068389,1.0522954128151414
2008-05-02,0.9905256866041502,1.0662675657995937
2008-05-09,1.0034614389458774,1.0574851588424594
2008-05-16,1.0255904684714938,1.0924152184564329
2008-05-23,1.0081944094406867,1.058682461414456
2008-05-30,1.0122292863408489,1.0720558016821229
2008-06-06,0.9856631864351365,1.0447105236791643
2008-06-13,0.9580771750567795,1.023353480430299
2008-06-20,0.947628860943184,1.001796438257711
2008-06-27,0.9440624899543849,0.9826345392173905
2008-07-03,0.924486816550124,0.9594807348353774
2008-07-11,0.9412909199824401,0.9481038316265138
2008-07-18,0.9497196861186552,0.9568864539009201
2008-07-25,0.9398136672230639,0.9528942256300725
2008-08-01,0.9273168278651662,0.9441119263123681
2008-08-08,0.9095731248243206,0.9526947649414467
2008-08-15,0.9004605394589464,0.9391216409793846
2008-08-22,0.9145488178019456,0.9369262813938148
2008-08-29,0.9135271419975172,0.9393218551726832
2008-09-05,0.8586376730479327,0.8862274153774172
2008-09-12,0.8537510133848387,0.892814624292462
2008-09-19,0.882227456427164,0.8998004855329425
2008-09-26,0.8691439715498203,0.8770460870088539
2008-10-03,0.7627272801173797,0.7784431731263387
2008-10-10,0.6618406056766103,0.6335330273169094
2008-10-17,0.6367283498063855,0.6542914731856789
2008-10-24,0.5711293425886781,0.5910180246947145
2008-10-31,0.650228476074858,0.6724551536975366
2008-11-07,0.6334305881291747,0.654890124440095
2008-11-14,0.5976880898576663,0.6055888289890209
2008-11-21,0.596506478574121,0.5554890447758274
2008-11-28,0.6652088327209595,0.6135729625045756
2008-12-05,0.6286676043820674,0.594411171105574
2008-12-12,0.6816382734199905,0.6251498646359596
2008-12-19,0.7146305251457815,0.6311378840570155
2008-12-26,0.7241672013995629,0.6223552617948874
2009-01-02,0.7659489382417882,0.661277549623659
2009-01-09,0.7332751776673213,0.6319359959968713
2009-01-16,0.7219500973312231,0.5984032916805103
2009-01-23,0.738710515136164,0.5720558554721316
2009-01-30,0.7365721362951657,0.57345315687369
2009-02-06,0.7548990832292765,0.608383108821802
2009-02-13,0.7462407132123616,0.5784430654214219
2009-02-20,0.7245321631688377,0.5359281704706158
2009-02-27,0.6653499631958951,0.5177644361622324
2009-03-06,0.6260599675847989,0.48502995143857075
2009-03-13,0.6530417058430978,0.5303393416102961
2009-03-20,0.6872221030068331,0.5487026442964185
2009-03-27,0.7173965566584327,0.5768461957407186
2009-04-03,0.7142152366147043,0.6071856987533526
2009-04-09,0.7165478032977219,0.6137724232865996
2009-04-17,0.712083564402965,0.6251498647569466
2009-04-24,0.7516938782336516,0.6311378841791614
2009-05-01,0.7459739449002845,0.6413174849601474
2009-05-08,0.7993248770330257,0.6912177007756046
2009-05-15,0.7835939775300493,0.658283593830729
2009-05-22,0.8172132434964633,0.6788422560700486
2009-05-29,0.8459024075417605,0.7045908796295001
2009-06-05,0.8565412882571203,0.7095807882228682
2009-06-12,0.8342130952382728,0.7229543438364027
2009-06-19,0.8133716216619957,0.693812358600136
2009-06-26,0.8070621709712287,0.6945004065575171
2009-07-02,0.7906734973822469,0.6820268461038991
2009-07-10,0.761433032202242,0.6661332287215289
2009-07-17,0.8134170770775212,0.713009887068874
2009-07-24,0.8289133477760472,0.7486202982167974
2009-07-31,0.8336333683482008,0.7592832117694106
2009-08-07,0.8473910144516548,0.7739698388602148
2009-08-14,0.8329783393403519,0.771957955191313
2009-08-21,0.8474574854220667,0.787449314246461
2009-08-28,0.8588136179865756,0.7908695864837826
2009-09-04,0.8914365297423471,0.7830231270729227
2009-09-11,0.9156956285032651,0.811390789288192
2009-09-18,0.9271259465825301,0.8299000545464537
2009-09-25,0.8965430837572205,0.8097811638837588
2009-10-02,0.8849072880482345,0.7920766305015425
2009-10-09,0.9439639490899955,0.8327165624967304
2009-10-16,0.9509823852095626,0.8455925965634434
2009-10-23,0.9283862747726267,0.839556999378808
2009-10-30,0.8773362725417045,0.7977101847797483
2009-11-06,0.9320522716101248,0.830503334451382
2009-11-13,0.9570168700758227,0.8510248601503757
2009-11-20,0.9640772432772764,0.8425749594237549
2009-11-27,0.9647641861370754,0.8399593653519777
2009-12-04,0.9772837876487769,0.8596760514754069
2009-12-11,0.9594221058801037,0.8494150195058665
2009-12-18,0.9467087212366697,0.8421724319717391
2009-12-24,0.9695540402493079,0.8605709335632334
2009-12-31,0.9586748371194753,0.8565202556965343
2010-01-08,0.9972041088835266,0.8824446586855205
2010-01-15,0.9866393330961051,0.8773810153627625
2010-01-22,0.942335454394384,0.832215757942887
2010-01-29,0.9147958071607921,0.811152308368331
2010-02-05,0.9188694038981219,0.7998102811786646
2010-02-12,0.9373465195065817,0.8137851252388617
2010-02-19,0.9678500309444801,0.8340388914123524
2010-02-26,0.9707417876556398,0.8287726656805172
2010-03-05,1.0153560057992823,0.8630011682196083
2010-03-12,1.0137110658808988,0.8719126379809059
2010-03-19,1.0231416254008285,0.8719126379809059
2010-03-26,1.014262895004022,0.874545831585861
2010-04-01,1.0402087632494859,0.8937865245626814
2010-04-09,1.0608442978240336,0.904925915617352
2010-04-16,1.050360389444242,0.8980398923596025
2010-04-23,1.0832833740486114,0.9099890745754716
2010-04-30,1.084478529468857,0.8792039335201127
2010-05-07,1.0307866268700432,0.805075914807305
2010-05-14,1.087795713237873,0.8293804126241772
2010-05-21,1.015463037916596,0.7955572362026803
2010-05-28,1.0367170588802739,0.7967723534594429
2010-06-04,1.012107780282577,0.7783417207023849
2010-06-11,1.038121642442535,0.8052789815477108
2010-06-18,1.0811436045038803,0.8259371588725526
2010-06-25,1.0631546078971403,0.8080690096413689
2010-07-02,0.9971068316898809,0.770056620005518
2010-07-09,1.0319814834566354,0.8152217159826044
2010-07-16,1.004193405873223,0.8047990594685182
2010-07-23,1.0387070012448922,0.833819355351759
2010-07-30,1.0300872175161115,0.8401548433052843
2010-08-06,1.0457572969725502,0.8599784718373263
2010-08-13,1.0188278440591911,0.8231921251736986
2010-08-20,1.0330962502488088,0.8180829492509732
2010-08-27,1.045644659634078,0.8154264511550244
2010-09-03,1.071531923890411,0.845876986925421
2010-09-10,1.0682145579205324,0.8491470984651849
2010-09-17,1.086531646878337,0.8630440096748878
2010-09-24,1.1034715928653638,0.8853197240290649
2010-10-01,1.1103211369197956,0.8910417600069658
2010-10-08,1.1289165410573878,0.9100486006594274
2010-10-15,1.1406785911680406,0.9196535004869724
2010-10-22,1.1376733136105377,0.9178142207997074
2010-10-29,1.1539630557314093,0.9161795687079164
2010-11-05,1.1959053461442437,0.950513076099745
2010-11-12,1.1706168682670681,0.9274194436707833
2010-11-19,1.1759871044057135,0.9306895014436805
2010-11-26,1.1799623495917224,0.9084134103475633
2010-12-03,1.2290172012884626,0.9398863303408527
2010-12-10,1.2272241736730343,0.9429514376394074
2010-12-17,1.2216207926592968,0.9486734735636634
2010-12-23,1.2185946984467853,0.9569010934796658
2010-12-31,1.200559296938383,0.9659810230793344
2011-01-07,1.2135920804785174,0.9624726458834161
2011-01-14,1.243965382122192,0.9857918960972222
2011-01-21,1.199086453670205,0.9769182086223549
2011-01-28,1.2020030155932266,0.9663936150552075
2011-02-04,1.245123605383985,0.9948717179428268
2011-02-11,1.2563485882202339,0.9996178710671102
2011-02-18,1.2764875374794025,1.0161268242068633
2011-02-25,1.255154931578271,0.9987923642183231
