date,strategy,benchmark
2008-03-31,1.0,1.0
2008-04-30,1.0266797899,1.0796839728
2008-05-30,1.0666024205297184,1.089010722820297
2008-06-30,0.98047242364213,1.0020276826775794
2008-07-31,0.9340457471384023,0.9703976254421588
2008-08-29,0.9383166362344344,0.9541771477175817
2008-09-30,0.860975777841129,0.8371857919230213
2008-10-31,0.7144587115504757,0.6830900510992017
2008-11-28,0.651493706074118,0.6232766910555344
2008-12-31,0.6894567034086118,0.6573396614230016
2009-01-30,0.6721682104967096,0.5825223896148324
2009-02-27,0.6098092359753179,0.5259527861485038
2009-03-31,0.6416969521153624,0.5744119320806705
2009-04-30,0.656608901298175,0.647810022809214
2009-05-29,0.7322784322163645,0.7157340043947698
2009-06-30,0.7066402218915331,0.7048710200388123
2009-07-31,0.7703476165971102,0.7712912972891453
2009-08-31,0.7943492648285295,0.7941804171120767
2009-09-30,0.8101429871348412,0.8328063296320684
2009-10-30,0.7650439297469162,0.8103255017706914
2009-11-30,0.8073247479748904,0.8540606958122012
2009-12-31,0.8514700378039411,0.8700657649823128
2010-01-29,0.8265312322957953,0.8239807049218251
2010-02-26,0.8695694698044537,0.8418799473017604
2010-03-31,0.933553032995803,0.8951661568271817
2010-04-30,0.9528303894489455,0.8931087871392178
2010-05-28,0.8887496743469555,0.8093732759601701
2010-06-30,0.8450809584580181,0.780574254798495
2010-07-30,0.8806793059371618,0.8534418610873252
2010-08-31,0.8271180762583231,0.8169041534014453
2010-09-30,0.8935619010142914,0.8970376957327406
2010-10-29,0.9294322397224198,0.9306687556679885
2010-11-30,0.9537718860451072,0.9103240255465213
2010-12-31,1.0113249723671232,0.981258040011657
2011-01-31,1.008093856212162,0.9917391390524563
2011-02-28,1.043366515588077,1.022554143100613
2011-03-31,1.044752244045158,1.0137497312613328
2011-04-29,1.0759382910986397,1.0625925666775298
2011-05-31,1.079360628836555,1.0418399818995805
2011-06-30,1.0577490423539755,1.0234927554769042
2011-07-29,1.0175587644690347,1.0001590958906996
2011-08-31,0.9878957169330101,0.926552485344231
2011-09-30,0.9114964501706998,0.8298245621107767
2011-10-31,0.9978847285359055,0.9237949286557808
2011-11-30,1.0028677915415791,0.9131887396795495
2011-12-30,1.015287337040014,0.9045107300074121
2012-01-31,1.0765731322310637,0.9540583994843244
2012-02-29,1.10512583149429,1.0012464166208908
2012-03-30,1.0875700914371667,1.0123999837061857
2012-04-30,1.06547240248425,1.0008172398153212
2012-05-31,1.0053858410628722,0.9079424496175805
2012-06-29,1.0641374143044846,0.9539959638263443
2012-07-31,1.0415501270648535,0.9618244768382097
2012-08-31,1.070633229086818,0.988572087534134
2012-09-28,1.1303685422427086,1.0153191514574862
2012-10-31,1.1004924732163415,1.0101005801711653
2012-11-30,1.0837690375458038,1.0261926875642942
2012-12-31,1.0968721952148583,1.0559945063087108
2013-01-31,1.1568669048520994,1.0957478690355638
2013-02-28,1.161833169574821,1.094650160544866
2013-03-28,1.207832053557239,1.114636568989251
2013-04-30,1.223183312484345,1.146263564605716
2013-05-31,1.2818860789340645,1.1418708715990247
2013-06-28,1.2683433912484554,1.1121628703438156
2013-07-31,1.3397085096388452,1.1630996512087632
2013-08-30,1.2986865295046732,1.1364082435100835
2013-09-30,1.3189589469843892,1.1993562890529454
2013-10-31,1.3252813294252703,1.2467346748643728
2013-11-29,1.360413262998291,1.2660860109934617
2013-12-31,1.3745250301098293,1.2922839473074839
2014-01-31,1.3968974526467006,1.2324024656764696
2014-02-28,1.4964674885125149,1.2965452082328757
2014-03-31,1.4386765871562484,1.3039467312951634
2014-04-30,1.3772374703737673,1.319421698838097
2014-05-30,1.4154446378059216,1.3458862168712957
2014-06-30,1.475508845927675,1.3703574957032927
2014-07-31,1.4255674417046125,1.3505731557313054
2014-08-29,1.4754412618437542,1.3853664374211914
2014-09-30,1.4091014582891148,1.3394298670616138
2014-10-31,1.4524096946195466,1.3555759905065323
2014-11-28,1.5125845754615859,1.3742233673041588
2014-12-31,1.5380952433864437,1.3418238534871096
2015-01-30,1.5222276563823338,1.3241624351551966
2015-02-27,1.597341224483156,1.397102263455357
2015-03-31,1.650855061801806,1.3766882089443013
2015-04-30,1.6098309577567653,1.4161403277703937
2015-05-29,1.6208457071079119,1.4161403277703937
2015-06-30,1.625877318859143,1.3796273866373239
2015-07-31,1.6705097051025732,1.3909984397336477
2015-08-31,1.5497079165898622,1.2963158036761309
2015-09-30,1.453326845442728,1.2517590503753877
2015-10-30,1.5431822544560372,1.3476020492222751
2015-11-30,1.5590097028203544,1.3404081712116314
2015-12-31,1.53911609685627,1.3121821147750747
2016-01-29,1.359881596508373,1.2426004720297334
2016-02-29,1.4637805430667825,1.2270857031327596
2016-03-31,1.5254098041841244,1.3178240675886235
2016-04-29,1.6734185265309671,1.3354545414273904
2016-05-31,1.6572106387218246,1.3399210417899212
2016-06-30,1.6756092085926615,1.3392554624088566
2016-07-29,1.7355847950633119,1.389748414300217
2016-08-31,1.6835442247677934,1.394511675399622
2016-09-30,1.7179895979245143,1.4076114635799453
2016-10-31,1.6324440967969396,1.3806978680684527
2016-11-30,1.6549165306639086,1.3949881982831858
2016-12-30,1.6848292915953635,1.4223618057616774
2017-01-31,1.813300291703993,1.46370809787746
2017-02-28,1.8519481455519367,1.5004871833514892
2017-03-31,1.8444093267124568,1.5206795966438487
2017-04-28,1.8720517529686536,1.5451987681891366
2017-05-31,1.9500227895770799,1.5793335778700233
2017-06-30,1.9351185754641225,1.5917648343296213
2017-07-31,1.97103925245263,1.6352717719729966
2017-08-31,2.042092653102638,1.6418345139838015
2017-09-29,2.114769466775418,1.6727022220730072
2017-10-31,2.163797311794613,1.708674236521312
2017-11-30,2.2040721748914893,1.7431878150883058
2017-12-29,2.22928227828291,1.7684703199843776
2018-01-31,2.323027626576126,1.8692945033705506
2018-02-28,2.2401411093748074,1.7856424221115865
2018-03-29,2.2016061988751443,1.7589029028927352
2018-04-30,2.2322730068266967,1.7660173969022435
2018-05-31,2.2658187385138073,1.774357969824789
2018-06-29,2.290936887962657,1.7639730939102318
2018-07-31,2.3291989138108247,1.8180424827374633
2018-08-31,2.3820824337798667,1.8306918812829078
2018-09-28,2.4233249510122388,1.8418525557537735
2018-10-31,2.1833744764998997,1.7049417650401222
2018-11-30,2.252066830843863,1.7319768421336643
2018-12-31,2.1257412164520284,1.6070992942360038
2019-01-31,2.3308621931490547,1.736348322277323
2019-02-28,2.413512241995872,1.7791810422706664
2019-03-29,2.4523719187752078,1.8072350999129656
2019-04-30,2.5024657451085974,1.8691044628912818
2019-05-31,2.2992172902272108,1.7556354732526402
2019-06-28,2.4961578221976746,1.8695836100277865
2019-07-31,2.5231561230713377,1.8708520050973396
2019-08-30,2.550710378900784,1.8295086653274515
2019-09-30,2.511544732603236,1.8705983260251773
2019-10-31,2.5442698106108748,1.9218338357199265
2019-11-29,2.6384500138273395,1.9667280257550335
2019-12-31,2.744752788905316,2.0344220560615076
2020-01-31,2.6583182734892463,2.005156899667676
